"Nacionalidade","Estado","Cidade","Bairro","Trabalha","Carteira Assinada","Tipo de Estabelecimento","Sexo","Escolaridade","Raça","Data de Nascimento","Pontuação","Percentual de Conclusão do Canal","Data de Conclusão do Canal"
"Brasil","São Paulo","Votuporanga","PARQUE DOS ESTADOS","","","Agência de Turismo","Masculino","Superior incompleto","Branca","15-06-1978","429","100.00","2019-12-23 10:53:19.502"
"Brasil","Bahia","Itamaraju","CENTRO","","","Coord. Defesa Civil","Masculino","Superior","Branca","13-06-1976","429","100.00","2019-04-30 06:18:36.542"
"Brasil","Rio Grande do Sul","Novo Hamburgo","CENTRO","","","CURSO ADMINISTRAÇÃO","Feminino","Superior incompleto","Branca","10-11-1998","429","100.00","2019-04-24 16:14:28.568"
"Brasil","Ceará","Fortaleza","SÃO GERARDO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","18-11-1985","429","100.00","2019-01-11 11:52:39.422"
"Brasil","Pernambuco","Triunfo","CENTRO","","","Condutor de Turismo ","Masculino","Superior","Parda","27-05-1991","429","100.00","2019-10-25 19:36:16.514"
"Brasil","Mato Grosso do Sul","Costa Rica","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","02-05-1991","429","100.00","2019-04-26 18:41:04.381"
"Brasil","Rio de Janeiro","São Gonçalo","Centro","","","guia de turismo","Feminino","Medio","Branca","13-04-1973","429","100.00","2019-02-14 19:35:03.24"
"Brasil","Rio Grande do Sul","Tramandaí","CENTRO ","","","Recepção","Feminino","Superior","Branca","11-12-1984","429","100.00","2019-04-30 11:44:01.44"
"Brasil","São Paulo","Guarulhos","PARQUE SANTOS DOMONT","","","Turismo e hotelaria","Feminino","Superior","Branca","03-01-1969","429","100.00","2019-11-16 16:40:41.844"
"Brasil","São Paulo","São Paulo","VILA PRUDENTE ","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","06-09-1978","429","100.00","2019-01-21 21:01:05.319"
"Brasil","Rio Grande do Sul","Santa Maria","UGLIONE","","","Mestrando em Turismo","Masculino","Superior","Branca","30-05-1985","429","100.00","2019-01-17 19:49:44.573"
"Brasil","Minas Gerais","Uberaba","SANTA MARIA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","27-04-1963","429","100.00","2019-04-08 12:11:50.827"
"Brasil","São Paulo","Caçapava","NOVA CAÇAPAVA","","","estudante da área","Feminino","Superior","Branca","29-12-1989","429","100.00","2019-01-13 16:02:37.479"
"Brasil","Piauí","Teresina","MAFRENSE","","","Estudante ","Feminino","Superior incompleto","Parda","08-07-1995","429","100.00","2019-04-23 09:24:57.228"
"Brasil","Distrito Federal","Brasília","NÚCLEO BANDEIRANTE","","","Estudante ","Feminino","Superior","Preta","24-02-1990","429","100.00","2019-04-08 16:28:39.778"
"Brasil","Minas Gerais","Itapecerica","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","22-05-1982","429","100.00","2019-04-23 13:33:01.033"
"Brasil","Distrito Federal","Brasília","Guará","","","Gestor de Turismo Privado","Feminino","Superior","Amarela","","429","100.00","2019-02-07 11:29:00.642"
"Brasil","Amazonas","Manaus","DOM PEDRO","","","Gestor de Turismo Privado","Feminino","Superior","Parda","17-03-1986","429","100.00","2019-11-16 21:56:25.001"
"Brasil","Rio de Janeiro","Rio de Janeiro","Duque de Caxias ","","","Gestor de Turismo Privado","Feminino","Superior","Parda","12-01-1979","429","100.00","2019-02-09 21:39:06.052"
"Brasil","São Paulo","São Vicente","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Branca","13-10-1976","429","100.00","2019-04-30 18:19:47.862"
"Brasil","Santa Catarina","Campos Novos","Campos Novos -SC","","","Gestor de Turismo Privado","Masculino","Superior","Branca","20-01-1970","429","100.00","2019-02-04 13:44:36.638"
"Brasil","Bahia","Pindobaçu","CARNAÍBA DE BAIXO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Parda","20-12-1981","429","100.00","2019-02-04 19:51:47.824"
"Brasil","São Paulo","São Paulo","CENTRO","","","Agencia Viagens","Feminino","Superior","Branca","19-08-1974","429","100.00","2019-01-23 14:41:35.485"
"Brasil","São Paulo","Santos","ESTUÁRIO","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","29-09-1960","429","100.00","2019-01-25 00:00:54.562"
"Brasil","Rio Grande do Sul","Paulo Bento","CENTRO","","","SMEC","Feminino","Superior","Branca","23-01-1979","429","100.00","2019-01-07 12:10:28.95"
"Brasil","Rio de Janeiro","Nova Iguaçu","NOVA IGUAÇU ","","","Estudante","Feminino","Superior incompleto","Preta","05-01-1974","429","100.00","2019-02-01 21:05:47.6"
"Brasil","São Paulo","Santos","PONTA DA PRAIA","","","Guia de turismo ","Feminino","Superior","Branca","04-12-1966","429","100.00","2019-02-05 13:08:59.237"
"Brasil","Santa Catarina","Florianópolis","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","26-03-1994","429","100.00","2019-04-28 15:42:59.072"
"Brasil","Sergipe","Aracaju","SALGADO FILHO","","","Mestranda em Turismo","Feminino","Superior","Parda","04-07-1996","429","100.00","2019-02-12 23:13:32.799"
"Brasil","São Paulo","Santo André","PARANAPIACABA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","23-11-1973","429","100.00","2019-02-04 19:15:27.784"
"Brasil","São Paulo","Moji das Cruzes","JARDIM MARICÁ","","","Guia de Turismo","Feminino","Superior incompleto","Branca","20-03-1959","429","100.00","2019-05-01 15:59:44.972"
"Brasil","Distrito Federal","Brasília","SBN QUADRA 01, BLOCO J, LOTES 21 A 23, 1º SUBSOLO ","","","Secretária","Feminino","Superior","Parda","27-08-1970","429","100.00","2019-04-10 12:58:32.362"
"Brasil","Rio Grande do Sul","Erechim","CENTRO","","","Consultoria em Gestã","Masculino","Superior","Branca","09-10-1968","429","100.00","2019-12-29 16:55:38.846"
"Brasil","Amazonas","Manaus","NOVO ISRAEL","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","16-12-1990","429","100.00","2019-05-02 00:14:31.249"
"Brasil","Santa Catarina","Xanxerê","LA SALLE","","","Marketing de turismo","Masculino","Superior incompleto","Parda","29-09-1984","429","100.00","2019-11-25 13:38:28.806"
"Brasil","Rio de Janeiro","Rio de Janeiro","CENTRO","","","Servidor Público","Masculino","Superior","Branca","15-12-1966","429","100.00","2019-01-31 21:06:20.46"
"Brasil","Santa Catarina","São João do Sul","VILA CONCEIÇÃO ","","","Produtor rural","Masculino","Superior incompleto","Branca","21-06-1993","429","100.00","2019-12-27 18:53:56.933"
"Brasil","Mato Grosso do Sul","Três Lagoas","RUA ALFA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Preta","19-09-1994","429","100.00","2019-02-14 18:46:54.092"
"Brasil","São Paulo","Nova Campina","TIJUCA","","","Gestor de Turismo Público","Masculino","Superior","Branca","24-05-1984","429","100.00","2019-10-30 15:28:38.286"
"Brasil","Bahia","Salvador","SANTA CRUZ","","","Guia de Turismo Regi","Masculino","Superior","Preta","27-07-1970","429","100.00","2019-05-01 00:30:45.884"
"Brasil","Minas Gerais","Arapuá","CENTRO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Parda","22-08-1978","429","100.00","2019-04-03 17:42:10.054"
"Brasil","Rio Grande do Sul","Giruá","CENTRO","","","Gestor de Turismo Público","Feminino","Medio","Branca","13-03-1966","429","100.00","2019-02-11 09:37:09.072"
"Brasil","São Paulo","Cafelândia","PENA","","","Condutor de aventura","Masculino","Fundamental","Branca","15-02-1980","429","100.00","2019-11-23 06:45:07.873"
"Brasil","Rio Grande do Norte","Pedro Velho","RUA DA LAGOA","","","Gestor de Turismo Público","Masculino","Medio","Branca","28-07-1988","429","100.00","2019-05-02 01:13:05.336"
"Brasil","Sergipe","Aracaju","SÃO CONRADO","","","Gestor de Turismo Público","Masculino","Medio","Parda","07-04-1991","429","100.00","2019-12-18 20:34:10.101"
"Brasil","Paraná","Curitiba","NOVO MUNDO","","","Estagiário ","Masculino","Superior","Branca","02-04-1989","429","100.00","2019-01-10 20:48:52.726"
"Brasil","Minas Gerais","Contagem","AMAZONAS ","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","27-10-1981","429","100.00","2019-02-20 15:57:47.088"
"Brasil","Rio de Janeiro","Mangaratiba","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Amarela","16-05-1989","429","100.00","2019-12-30 01:07:27.145"
"Brasil","Maranhão","São Luís","PLANALTO TURU 3","","","Gestor de Turismo Público","Masculino","Superior incompleto","Branca","17-02-1994","429","100.00","2019-04-29 23:49:55.311"
"Brasil","Minas Gerais","Belo Horizonte","CONCORDIA","","","Gestor de Turismo Privado","Masculino","Superior","Branca","19-03-1985","429","100.00","2019-04-30 01:12:05.96"
"Brasil","Mato Grosso","Primavera do Leste","PARQUE ELDORADO","","","Investidor no setor","Masculino","Superior","Branca","25-06-1986","429","100.00","2019-01-24 13:32:08.266"
"Brasil","Ceará","Jijoca de Jericoacoara","JERICOACOARA","","","Gestor de Turismo Privado","Masculino","Medio","Parda","21-06-1989","429","100.00","2019-04-26 17:41:16.252"
"Brasil","Santa Catarina","Gravatal","TERMAS","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","18-02-1982","429","100.00","2019-01-22 15:07:31.801"
"Brasil","São Paulo","Cananéia","ROCIO","","","Gestor de Turismo Público","Feminino","Superior","Branca","26-03-1986","429","100.00","2019-04-28 00:28:41.522"
"Brasil","São Paulo","São Caetano do Sul","SANTA PAULA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","05-06-1988","429","100.00","2019-02-12 10:21:34.852"
"Brasil","São Paulo","São Bernardo do Campo","JARDIM BELAS ARTES (COOPERATIVA)","","","Sócia proprietária","Feminino","Superior incompleto","Parda","29-04-1996","429","100.00","2019-02-12 01:20:39.719"
"Brasil","São Paulo","Bauru","JD. GERSON FRANÇA","","","Bacharel e Professor","Feminino","Superior","Branca","17-02-1983","429","100.00","2019-04-04 15:47:48.348"
"Brasil","São Paulo","Cabreúva","NOVA CABREUVA","","","Gestor de Turismo Público","Feminino","Superior","Branca","01-01-1990","429","100.00","2019-02-14 21:05:14.188"
"Brasil","Rio Grande do Sul","Sapucaia do Sul","CAPÃO DA CRUZ","","","ESTUDANTE","Masculino","Superior","Parda","04-07-1995","429","100.00","2019-12-22 00:35:23.166"
"Brasil","São Paulo","Marília","SEC TRABALHO TURISMO E DESENVOLVIMENTO ECONOMICO","","","Gestor de Turismo Público","Feminino","Superior incompleto","Amarela","10-01-1985","429","100.00","2019-01-25 09:41:14.75"
"Brasil","Rio Grande do Sul","São José do Norte","CENTRO","","","Estudante","Feminino","Superior incompleto","Branca","11-06-1993","429","100.00","2019-01-28 02:09:55.803"
"Brasil","Rio Grande do Sul","Porto Alegre","RIO BRANCO","","","Estudante de turismo","Feminino","Superior incompleto","Branca","02-04-1992","429","100.00","2019-04-28 22:00:30.042"
"Brasil","Goiás","Alto Paraíso de Goiás","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","17-01-1976","429","100.00","2019-03-14 10:54:33.463"
"Brasil","Rio de Janeiro","Rio de Janeiro","ILHA DO GOVERNADOR ","","","Aux. administrativo","Feminino","Superior incompleto","Preta","01-08-1993","429","100.00","2019-01-09 12:51:02.056"
"Brasil","Santa Catarina","Joinville","BOA VISTA","","","aposentada","Feminino","Superior","Branca","12-08-1965","429","100.00","2019-04-21 21:26:31.087"
"Brasil","Rio Grande do Sul","Entre-Ijuís","CENTRO","","","COORDENADORA","Feminino","Superior","Branca","08-01-1962","429","100.00","2019-01-25 10:43:10.777"
"Brasil","Santa Catarina","Campos Novos","TRAVESSA SALOMÃO CARNEIRO, DISTRITO DE TUPITINGA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","13-07-1946","429","100.00","2019-01-30 17:13:24.563"
"Brasil","São Paulo","Itatiba","SERRINHA","","","agente de turismo","Feminino","Superior incompleto","Branca","27-02-1970","429","100.00","2019-04-30 22:20:13.437"
"Brasil","Minas Gerais","Arceburgo","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","19-01-1975","429","100.00","2019-01-26 11:32:28.924"
"Brasil","Pernambuco","Recife","TORRE","","","Gestor de Turismo Público","Masculino","Superior","Branca","20-12-1989","429","100.00","2019-02-02 10:38:53.579"
"Brasil","São Paulo","Socorro","RIO DO PEIXE","","","Gestor de Turismo Privado","Feminino","Superior","Branca","17-04-1997","429","100.00","2019-02-19 14:06:31.294"
"Brasil","São Paulo","Apiaí","JARDIM ARAUCARIA","","","Gestor de Turismo Privado","Feminino","Superior","Parda","24-08-1980","429","100.00","2019-04-18 21:15:54.989"
"Brasil","São Paulo","Catanduva","Giordano Mestrinelli","","","Gestor de Turismo Privado","Feminino","Superior","Parda","23-09-1983","429","100.00","2019-02-28 16:42:34.827"
"Brasil","Bahia","Santa Maria da Vitória","CENTRO","","","Técnica em Turismo","Feminino","Superior","Branca","09-04-1975","429","100.00","2019-04-30 09:23:26.873"
"Brasil","Rio de Janeiro","São Gonçalo","VENDA DA CRUZ","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","02-05-1981","429","100.00","2019-04-28 11:45:56.859"
"Brasil","Bahia","Lauro de Freitas","ITINGA","","","Gestor de Turismo Privado","Feminino","Superior","Parda","02-05-1978","429","100.00","2019-04-28 21:51:32.752"
"Brasil","Bahia","Ilhéus","MALHADO","","","professor","Feminino","Superior","Branca","20-04-1981","429","100.00","2019-02-06 14:53:04.305"
"Brasil","Pernambuco","Recife","MADALENA","","","PROFESSORA ","Feminino","Superior incompleto","Parda","03-10-1981","429","100.00","2019-02-13 13:48:42.275"
"Brasil","Distrito Federal","Brasília","CEILÂNDIA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","31-07-1980","429","100.00","2019-02-10 17:04:18.225"
"Brasil","Rio Grande do Sul","São Borja","São Borja RS","","","Guia/Turismologa","Feminino","Superior","Branca","05-12-1968","429","100.00","2019-01-22 02:21:21.371"
"Brasil","Rio de Janeiro","Nilópolis","OLINDA","","","Gestor de Turismo Privado","Masculino","Medio","Preta","08-03-1986","429","100.00","2019-04-30 02:52:04.899"
"Brasil","Minas Gerais","Barbacena","CENTRO","","","Servidor Público","Masculino","Superior incompleto","Branca","21-05-1982","429","100.00","2019-03-25 11:04:03.141"
"Brasil","Mato Grosso do Sul","Campo Grande","NOVA CAMPO GRANDE","","","Gestor de Turismo Público","Feminino","Superior","Parda","01-02-1971","429","100.00","2019-04-30 19:42:14.92"
"Brasil","São Paulo","Santa Branca","CENTRO","","","funcionaria publica","Feminino","Superior","Branca","05-04-1982","429","100.00","2019-04-01 22:30:16.031"
"Brasil","Distrito Federal","Brasília","CRUZEIRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","30-05-1961","429","100.00","2019-02-12 13:03:22.844"
"Brasil","São Paulo","Guapiara","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","07-07-1987","429","100.00","2019-04-29 18:31:55.403"
"Brasil","Goiás","Caldas Novas","NOVA VILA","","","Gestor de Turismo Privado","Masculino","Superior","Parda","19-04-1984","429","100.00","2019-04-09 23:22:17.9"
"Brasil","Rio Grande do Norte","Baía Formosa","CENTRO","","","Estudante","Feminino","Superior incompleto","Branca","29-08-1997","429","100.00","2019-11-19 14:42:29.636"
"Brasil","Rio Grande do Sul","Porto Alegre","COSTA E SILVA","","","Gestor de Turismo Privado","Feminino","Superior","Preta","26-12-1978","429","100.00","2019-02-04 08:05:15.185"
"Brasil","Rio de Janeiro","Cabo Frio","JARDIM CAIÇARA","","","Consultor turístico","Feminino","Superior incompleto","Preta","22-05-1995","429","100.00","2019-04-26 18:45:15.907"
"Brasil","Distrito Federal","Brasília","RIACHO FUNDO","","","Gestor de Turismo Público","Feminino","Superior","Indigena","11-09-1995","429","100.00","2019-01-06 00:58:12.374"
"Brasil","Rio Grande do Sul","São Leopoldo","CENTRO","","","Gestor síndico profi","Feminino","Superior incompleto","Branca","03-08-1962","429","100.00","2019-11-24 11:29:33.326"
"Brasil","Minas Gerais","Belo Horizonte","FLORESTA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","26-06-1974","429","100.00","2019-02-20 19:40:23.182"
"Brasil","Goiás","Goiás","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","22-03-1966","429","100.00","2019-05-01 11:10:54.639"
"Brasil","Amazonas","Manaus","FLORES","","","Estudante","Feminino","Superior","Parda","20-09-1988","429","100.00","2019-12-29 19:01:41.195"
"Brasil","Ceará","Sobral","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","26-01-1981","429","100.00","2019-02-08 16:02:57.845"
"Brasil","Pernambuco","Bezerros","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","20-03-1972","429","100.00","2019-04-30 17:42:58.395"
"Brasil","Pernambuco","Recife","IPUTINGA ","","","Analista D. P","Feminino","Superior","Parda","23-01-1990","429","100.00","2019-11-06 21:22:08.21"
"Brasil","Minas Gerais","Belo Horizonte","LAGOA","","","Gestor de Turismo Público","Feminino","Superior","Branca","22-03-1995","429","100.00","2019-02-13 11:54:55.898"
"Brasil","São Paulo","São Paulo","JARDIM SANTA BÁRBARA ","","","Estudante ","Feminino","Superior","Amarela","15-10-1996","429","100.00","2019-04-22 11:54:25.595"
"Brasil","Paraná","Curitiba","Pinheirinho","","","Gestor de Turismo Privado","Feminino","Superior","Parda","26-09-1983","429","100.00","2019-01-17 02:08:16.848"
"Brasil","São Paulo","São Paulo","VILA MAZZEI","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","23-02-1974","429","100.00","2019-04-30 20:53:27.574"
"Brasil","Pará","Bragança","PADRE LUIS","","","Gestor de Turismo Privado","Feminino","Superior","Preta","26-11-1989","429","100.00","2019-02-13 18:56:55.573"
"Brasil","Minas Gerais","Felício dos Santos","CENTRO","","","Gestora de Convenios","Feminino","Superior","Parda","15-04-1976","429","100.00","2019-02-01 18:46:00.614"
"Brasil","Minas Gerais","Itapagipe","JARDIM CASTRO","","","voluntario","Masculino","Superior","Branca","12-10-1955","429","100.00","2019-10-28 19:25:23.534"
"Brasil","Minas Gerais","Inimutaba","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Parda","13-10-1964","429","100.00","2019-04-26 09:02:46.099"
"Brasil","São Paulo","Jacareí","CENTRO","","","Publicitária ","Feminino","Superior","Branca","26-03-1969","429","100.00","2019-04-29 18:16:52.704"
"Brasil","Santa Catarina","Urubici","Esquina","","","Gestor de Turismo Público","Feminino","Superior","Branca","19-01-1983","429","100.00","2019-02-26 18:39:45.29"
"Brasil","Rio de Janeiro","Rio de Janeiro","OSWALDO  CRUZ","","","Agente de Turismo","Feminino","Superior","Branca","14-04-1973","429","100.00","2019-02-26 13:35:38.357"
"Brasil","Rio de Janeiro","Rio de Janeiro","ILHA DO GOVERNADOR","","","arquitetura","Feminino","Superior","Parda","09-09-1976","429","100.00","2019-04-29 21:19:07.626"
"Brasil","São Paulo","São Paulo","VILA ALMEIDA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","26-03-1982","429","100.00","2019-04-07 19:27:56.619"
"Brasil","São Paulo","São José do Rio Preto","SANTA CRUZ","","","Gestor de Turismo Público","Feminino","Medio","Branca","26-06-1976","429","100.00","2019-01-27 14:08:58.997"
"Brasil","Rio de Janeiro","Niterói","FONSECA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","13-10-1960","429","100.00","2019-05-01 00:18:37.638"
"Brasil","São Paulo","São Paulo","PINHEIROS","","","universidade","Feminino","Superior incompleto","Branca","08-10-1976","429","100.00","2019-01-28 16:46:38.476"
"Brasil","Paraná","Colombo","MARACANA","","","Gestor de Turismo Privado","Masculino","Medio","Branca","03-01-1975","429","100.00","2019-11-29 08:19:04.255"
"Brasil","Alagoas","Maceió","Petrópolis","","","Gestor de Turismo Privado","Masculino","Superior","Parda","27-03-1969","429","100.00","2019-04-28 11:25:55.266"
"Brasil","Minas Gerais","Camanducaia","DISTRITO DE MONTE VERDE","","","Gestor de Turismo Privado","Feminino","Superior","Branca","","429","100.00","2019-01-21 16:05:39.991"
"Brasil","São Paulo","São Paulo","SANTANA","","","Gestor de Turismo Público","Feminino","Superior","Branca","05-11-1970","429","100.00","2019-02-01 08:22:33.487"
"Brasil","Rio Grande do Sul","Jaguari","SANTA ROSA","","","Gestor de Turismo Público","Feminino","Superior incompleto","Branca","28-09-1972","429","100.00","2019-01-22 23:01:13.305"
"Brasil","Mato Grosso","Cuiabá","TERRA NOVA","","","Gestor de Turismo Público","Feminino","Superior","Branca","15-02-1960","429","100.00","2019-01-23 17:27:03.96"
"Brasil","Rio Grande do Sul","Machadinho","CENTRO","","","Gestor de Turismo Privado","Masculino","Medio","Branca","01-06-1983","429","100.00","2019-02-11 19:31:25.814"
